Robot,Delta_muestra,Input_d,d_ref,vel_ref,Input_vel,Input_theta,Output_d,Output_vel,Output_theta,curvatura,vel_crucero,curvatura_predecesor,control
L,40,2.20,2.20,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,1
R,40,12.10,12.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,10.60,10.90,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,2.30,2.20,0.00,-0.00,-0.04,0.00,0.01,165.16,0.00,15.00,0.00,1
R,40,11.90,12.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,10.90,10.90,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,2.50,2.20,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,10.90,10.90,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,15.00,0.00,1
R,40,11.80,12.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,2.10,2.20,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,15.00,0.00,1
R,40,12.20,12.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,10.80,10.90,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,1.80,2.20,0.00,-0.00,-0.04,0.00,0.00,155.58,0.00,15.00,0.00,1
R,40,11.50,12.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,10.70,10.90,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,1.40,2.20,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,1
R,40,11.90,12.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,10.70,10.90,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,2.50,2.20,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,1
R,40,11.90,12.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,10.60,10.90,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,1.80,2.20,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,1
R,40,12.00,12.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,10.70,10.90,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,2.40,2.20,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,1
R,40,12.00,12.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,10.60,10.90,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,2.30,2.20,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,1
R,40,11.70,12.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,10.80,10.90,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,1.80,2.20,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,1
R,40,11.90,12.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,10.70,10.90,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,2.60,2.20,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,15.00,0.00,1
R,40,11.80,12.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,10.80,10.90,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,2.30,2.20,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,1
R,40,12.00,12.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,10.80,10.90,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,2.70,2.20,20.00,-0.00,0.00,0.00,522.24,-2.27,0.00,15.00,0.00,1
R,40,12.30,12.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,10.70,10.90,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,2.00,2.20,20.00,1.39,0.01,0.00,602.25,-20.98,0.00,15.00,0.00,1
R,40,12.00,12.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,10.80,10.90,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,2.10,2.20,20.00,5.06,0.01,0.00,614.57,-29.38,0.00,15.00,0.00,1
R,40,12.70,12.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,10.70,10.90,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,1.00,2.20,20.00,9.04,0.07,0.00,597.47,-233.06,0.00,15.00,0.00,1
R,40,13.10,12.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,15.00,0.00,1
S,40,10.70,10.90,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,1.80,2.20,20.00,12.70,0.01,0.00,565.51,30.06,0.00,15.00,0.00,1
R,40,14.40,12.00,17.00,0.00,-0.01,17.00,443.90,40.43,0.00,15.00,0.00,1
S,40,10.90,10.90,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,1.30,2.20,20.00,15.76,-0.04,0.00,528.17,147.85,0.00,15.00,0.00,1
R,40,14.80,12.00,17.00,1.79,-0.01,17.00,495.91,28.09,0.00,15.00,0.00,1
S,40,10.80,10.90,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,2.20,2.20,20.00,17.36,0.01,0.00,510.91,-109.29,0.00,15.00,0.00,1
R,40,15.20,12.00,17.00,4.78,-0.01,17.00,506.27,11.27,0.00,15.00,0.00,1
S,40,11.00,10.90,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,15.00,0.00,1
L,40,2.00,2.20,20.00,20.46,0.07,0.00,445.40,-268.03,0.00,15.00,0.00,1
R,40,15.70,12.00,17.00,8.13,-0.00,17.00,489.71,-1.63,0.00,15.00,0.00,1
S,40,12.10,10.90,14.30,0.00,-0.10,14.30,373.40,366.41,0.00,15.00,0.00,1
L,40,2.70,2.20,20.00,17.35,0.02,0.00,523.86,-3.59,0.00,15.00,0.00,1
R,40,15.70,12.00,17.00,10.71,0.00,17.00,474.09,-4.68,0.00,15.00,0.00,1
S,40,12.60,10.90,14.30,2.63,-0.09,14.30,387.90,184.99,0.00,15.00,0.00,1
L,40,1.50,2.20,20.00,19.24,0.00,0.00,490.07,-9.79,0.00,15.00,0.00,1
R,40,16.20,12.00,19.20,12.66,0.01,19.20,517.05,-10.34,0.00,15.00,0.00,1
S,40,12.60,10.90,14.30,4.53,0.00,14.30,405.99,-104.26,0.00,15.00,0.00,1
L,40,2.40,2.20,20.00,18.19,0.00,0.00,521.85,-34.17,0.00,15.00,0.00,1
R,40,15.90,12.00,18.47,14.03,0.01,18.47,500.22,-22.80,0.00,15.00,0.00,1
S,40,13.60,10.90,16.28,6.84,-0.03,16.28,454.12,153.74,0.00,15.00,0.00,1
L,40,2.40,2.20,20.00,18.40,0.00,0.00,526.85,-30.00,0.00,15.00,0.00,1
R,40,16.30,12.00,20.58,15.26,0.01,20.58,549.25,-29.89,0.00,15.00,0.00,1
S,40,13.70,10.90,16.28,9.05,0.02,16.28,451.23,-76.21,0.00,15.00,0.00,1
L,40,2.30,2.20,20.00,18.96,0.00,0.00,521.41,-45.88,0.00,15.00,0.00,1
R,40,16.30,12.00,21.10,16.32,0.01,21.10,565.81,-13.72,0.00,15.00,0.00,1
S,40,14.00,10.90,17.52,10.56,0.03,17.52,486.22,-30.02,0.00,15.00,0.00,1
L,40,2.40,2.20,20.00,18.75,0.00,0.00,532.94,-32.59,0.00,15.00,0.00,1
R,40,16.20,12.00,21.20,17.31,0.01,21.20,570.52,-19.47,0.00,15.00,0.00,1
S,40,14.40,10.90,17.52,11.97,0.04,17.52,489.99,-61.71,0.00,15.00,0.00,1
L,40,3.30,2.20,20.00,18.97,0.00,0.00,534.53,-44.75,0.00,15.00,0.00,1
R,40,16.60,12.00,23.00,17.98,0.01,23.00,622.47,-30.38,0.00,15.00,0.00,1
S,40,14.20,10.90,17.52,13.15,0.11,17.52,491.36,-322.05,0.00,15.00,0.00,1
L,40,2.90,2.20,20.00,19.20,0.00,0.00,534.47,-42.47,0.02,15.00,0.00,1
R,40,16.30,12.00,22.67,18.78,0.01,22.67,622.25,-18.49,0.00,15.00,0.00,1
S,40,14.40,10.90,19.70,14.04,0.08,19.70,550.38,-139.61,0.00,15.00,0.00,1
L,40,2.70,2.20,20.00,19.29,0.01,0.00,536.79,-53.79,0.02,15.00,0.00,1
R,40,16.80,12.00,23.00,19.67,0.01,23.00,630.24,-14.81,0.00,15.00,0.00,1
S,40,14.70,10.90,19.70,15.22,0.06,19.70,552.59,-102.93,0.00,15.00,0.00,1
L,40,2.40,2.20,20.00,19.50,0.01,0.00,535.51,-54.50,0.02,15.00,0.00,1
R,40,16.50,12.00,23.00,20.50,0.00,23.00,628.02,-11.75,0.00,15.00,0.02,1
S,40,14.60,10.90,19.70,16.20,-0.04,19.70,553.06,200.89,0.00,15.00,0.00,1
L,40,3.20,2.20,20.00,19.55,-0.00,0.00,536.99,-21.60,0.02,15.00,0.00,1
R,40,16.60,12.00,23.00,21.09,-0.00,23.00,627.03,4.59,0.00,15.00,0.02,1
S,40,15.10,10.90,21.02,17.02,-0.04,21.02,586.62,85.77,0.00,15.00,0.00,1
L,40,3.30,2.20,20.00,19.63,0.01,0.00,537.58,-78.17,0.02,15.00,0.00,1
R,40,16.30,12.00,23.00,21.55,-0.00,23.00,626.25,-3.37,0.00,15.00,0.02,1
S,40,14.90,10.90,20.70,17.86,0.05,20.70,579.42,-265.24,0.00,15.00,0.00,1
L,40,2.90,2.20,20.00,19.81,0.02,0.00,534.94,-86.32,0.02,15.00,0.00,1
R,40,16.50,12.00,23.00,22.00,-0.00,23.00,622.94,4.25,0.00,15.00,0.02,1
S,40,15.50,10.90,23.66,18.54,0.01,23.66,655.44,14.51,0.00,15.00,0.00,1
L,40,3.70,2.20,20.00,19.80,0.06,0.00,536.47,-254.85,0.02,15.00,0.00,1
R,40,16.20,12.00,23.00,22.11,-0.01,23.00,625.67,9.95,0.00,15.00,0.02,1
S,40,15.30,10.90,23.38,19.35,0.01,23.38,656.80,-28.14,0.00,15.00,0.00,1
L,40,3.80,2.20,20.00,19.85,0.07,0.00,536.17,-202.16,0.02,15.00,0.00,1
R,40,16.40,12.00,23.00,22.26,-0.01,23.00,627.09,6.14,0.00,15.00,0.02,1
S,40,15.40,10.90,24.32,20.26,-0.04,24.32,681.07,129.83,0.00,15.00,0.00,1
L,40,3.60,2.20,20.00,20.01,0.01,0.00,532.95,-7.61,0.02,15.00,0.00,1
R,40,16.20,12.00,23.00,22.29,-0.00,23.00,630.60,-0.71,0.00,15.00,0.02,1
S,40,15.10,10.90,23.63,21.20,-0.04,23.63,661.94,72.15,0.00,15.00,0.00,1
L,40,3.20,2.20,20.00,19.99,0.01,0.00,533.38,-81.23,0.02,15.00,0.00,1
R,41,16.10,12.00,23.00,21.48,-0.00,23.00,656.13,-3.46,0.00,15.00,0.02,1
S,40,15.40,10.90,25.37,22.04,-0.03,25.37,699.51,50.64,0.00,15.00,0.00,1
L,40,2.60,2.20,20.00,19.47,0.01,0.00,547.13,-110.84,0.02,15.00,0.00,1
R,40,16.10,12.00,23.00,22.48,-0.00,23.00,638.74,5.36,0.00,15.00,0.02,1
S,40,15.30,10.90,25.50,24.82,0.02,25.50,649.70,-112.99,0.00,15.00,0.00,1
L,40,3.40,2.20,20.00,19.72,0.07,0.00,543.72,-307.59,0.02,15.00,0.00,1
R,40,15.60,12.00,23.00,22.66,-0.00,23.00,637.18,4.20,0.00,15.00,0.02,1
S,40,15.40,10.90,26.30,23.51,0.07,26.30,708.82,-232.18,0.00,15.00,0.00,1
L,40,3.30,2.20,20.00,20.50,0.03,0.00,525.01,-74.20,0.02,15.00,0.00,1
R,40,15.90,12.00,23.00,22.97,-0.00,23.00,631.07,-1.27,0.00,15.00,0.02,1
S,40,15.10,10.90,25.74,24.05,0.08,25.74,696.19,-212.58,0.01,15.00,0.00,1
L,40,3.30,2.20,20.00,20.68,0.01,0.00,517.30,-101.95,0.03,15.00,0.00,1
R,40,16.20,12.00,23.00,22.81,0.00,23.00,635.38,-6.55,0.00,15.00,0.02,1
S,40,15.20,10.90,26.30,25.23,-0.04,26.30,689.85,232.06,0.01,15.00,0.00,1
L,40,3.50,2.20,20.00,19.58,0.02,0.00,542.10,-138.52,0.03,15.00,0.00,1
R,40,15.70,12.00,23.00,23.01,0.00,23.00,631.23,-13.04,0.00,15.00,0.03,1
S,40,14.60,10.90,24.70,24.98,-0.07,24.70,660.82,172.42,0.01,15.00,0.00,1
L,40,2.40,2.20,20.00,19.67,0.02,0.00,542.23,-130.88,0.03,15.00,0.00,1
R,40,15.60,12.00,23.00,22.81,0.00,23.00,636.46,-3.07,0.00,15.00,0.03,1
S,40,14.80,10.90,25.97,24.50,-0.04,25.97,704.86,39.25,0.01,15.00,0.00,1
L,40,3.30,2.20,20.00,19.73,0.02,0.00,542.64,-148.97,0.03,15.00,0.00,1
R,40,15.50,12.00,23.00,22.88,0.00,23.00,635.80,-17.25,0.00,15.00,0.03,1
S,40,14.70,10.90,26.02,24.65,-0.03,26.02,710.97,58.02,0.01,15.00,0.00,1
L,40,3.00,2.20,20.00,20.02,0.03,0.00,536.51,-178.97,0.03,15.00,0.00,1
R,40,15.40,12.00,23.00,22.97,0.01,23.00,634.07,-22.67,0.00,15.00,0.03,1
S,40,14.60,10.90,26.07,25.25,-0.03,26.07,704.39,60.16,0.01,15.00,0.00,1
L,40,3.90,2.20,20.00,19.91,0.08,0.00,539.37,-372.30,0.03,15.00,0.00,1
R,40,15.40,12.00,23.00,22.32,0.01,23.00,651.27,-27.18,0.00,15.00,0.03,1
S,40,14.50,10.90,26.10,25.06,0.02,26.10,715.01,-124.98,0.01,15.00,0.00,1
L,40,2.70,2.20,20.00,19.84,0.04,0.00,541.80,-141.64,0.03,15.00,0.00,1
R,40,15.60,12.00,23.00,22.91,0.01,23.00,639.89,-34.19,0.00,15.00,0.03,1
S,40,14.50,10.90,26.30,25.25,0.08,26.30,721.18,-245.99,0.01,15.00,0.00,1
L,40,3.40,2.20,20.00,19.85,0.02,0.00,542.47,-158.62,0.03,15.00,0.00,1
R,40,15.70,12.00,23.00,22.94,0.01,23.00,639.67,-32.90,0.00,15.00,0.03,1
S,40,14.50,10.90,26.30,25.47,0.08,26.30,721.54,-173.33,0.01,15.00,0.00,1
L,40,3.40,2.20,20.00,20.10,0.03,0.00,536.83,-222.88,0.03,15.00,0.00,1
R,40,15.70,12.00,23.00,23.06,0.01,23.00,636.75,-31.02,0.00,15.00,0.03,1
S,40,14.00,10.90,25.34,27.34,0.09,25.34,652.34,-249.08,0.01,15.00,0.00,1
L,40,3.00,2.20,20.00,19.99,0.09,0.00,538.98,-407.60,0.03,15.00,0.00,1
R,40,16.20,12.00,23.00,23.09,-0.04,23.00,635.76,145.82,0.00,15.00,0.03,1
L,40,3.20,2.20,20.00,19.81,0.08,0.00,543.66,-337.34,0.03,15.00,0.00,1
S,40,14.00,10.90,25.71,24.96,-0.05,25.71,712.70,273.28,0.01,15.00,0.00,1
R,40,16.20,12.00,23.00,22.85,0.02,23.00,641.44,-135.35,0.00,15.00,0.03,1
S,40,14.10,10.90,26.30,25.41,-0.09,26.30,720.62,208.48,0.01,15.00,0.00,1
L,40,3.00,2.20,20.00,19.79,0.03,0.00,545.33,-149.31,0.03,15.00,0.00,1
R,40,18.80,12.00,23.00,22.95,0.07,23.00,639.80,-233.33,0.00,15.00,0.03,1
S,40,13.80,10.90,25.64,25.60,-0.07,25.64,703.53,118.28,0.01,15.00,0.00,1
L,40,2.10,2.20,20.00,20.11,0.01,0.00,538.31,-183.82,0.03,15.00,0.00,1
R,40,18.80,12.00,23.00,23.04,0.03,23.00,637.76,-16.76,0.00,15.00,0.03,1
S,40,13.60,10.90,25.16,25.36,-0.04,25.16,697.73,51.94,0.00,15.00,0.00,1
L,40,1.70,2.20,20.00,20.21,0.06,0.00,535.08,-392.13,0.03,15.00,0.00,1
R,40,19.40,12.00,23.00,22.85,0.02,23.00,642.33,-47.43,0.00,15.00,0.03,1
S,40,13.80,10.90,26.30,25.43,0.01,26.30,724.45,-101.35,0.00,15.00,0.00,1
L,40,1.20,2.20,20.00,20.11,0.01,0.00,536.37,-149.19,0.03,15.00,0.00,1
R,40,20.00,12.00,23.00,22.92,0.01,23.00,641.31,-59.04,0.01,15.00,0.03,1
S,40,13.60,10.90,25.84,25.52,0.06,25.84,715.02,-193.61,0.00,15.00,0.00,1
L,40,0.80,2.20,20.00,20.17,-0.00,0.00,534.09,-169.13,0.03,15.00,0.00,1
R,40,21.90,12.00,23.00,22.91,0.01,23.00,642.01,-61.84,0.01,15.00,0.03,1
S,40,13.60,10.90,26.16,25.44,-0.03,26.16,727.44,199.39,0.00,15.00,0.00,1
L,40,1.50,2.20,20.00,20.05,-0.01,0.00,536.44,-168.37,0.04,15.00,0.00,1
R,40,23.50,12.00,23.00,22.97,0.01,23.00,640.99,-47.88,0.01,15.00,0.04,1
S,40,13.50,10.90,26.07,25.83,-0.04,26.07,719.08,93.32,0.01,15.00,0.01,1
L,40,0.90,2.20,20.00,20.19,-0.01,0.00,532.34,-180.39,0.04,15.00,0.00,1
R,40,25.80,12.00,23.00,23.04,0.01,23.00,639.45,-41.82,0.01,15.00,0.04,1
S,40,13.40,10.90,25.97,25.82,0.06,25.97,718.23,-277.46,0.01,15.00,0.01,1
L,40,2.60,2.20,20.00,20.04,-0.05,0.00,535.16,-12.81,0.04,15.00,0.00,1
R,40,30.50,12.00,23.00,23.14,0.01,23.00,636.47,-58.18,0.01,15.00,0.04,1
S,40,13.70,10.90,26.30,26.06,0.14,26.30,721.33,-433.23,0.01,15.00,0.01,1
L,40,3.70,2.20,20.00,20.15,-0.00,0.00,532.19,-249.87,0.06,15.00,0.00,1
R,40,24.70,12.00,23.00,23.02,0.02,23.00,638.83,-92.60,0.01,15.00,0.04,1
S,40,13.60,10.90,26.30,25.88,-0.04,26.30,727.52,325.72,0.01,15.00,0.01,1
L,40,4.00,2.20,20.00,20.04,0.01,0.00,534.08,-226.12,0.06,15.00,0.00,1
R,40,26.50,12.00,23.00,22.94,0.02,23.00,640.95,-71.11,0.01,15.00,0.04,1
S,40,13.00,10.90,25.28,25.62,-0.07,25.28,710.08,187.17,0.01,15.00,0.01,1
L,40,5.70,2.20,20.00,19.99,0.01,0.00,535.30,-212.82,0.06,15.00,0.00,1
R,40,25.30,12.00,23.00,23.06,0.02,23.00,638.17,-97.06,0.02,15.00,0.06,1
S,40,13.00,10.90,25.54,25.33,-0.05,25.54,722.27,54.55,0.01,15.00,0.01,1
L,40,6.20,2.20,20.00,20.16,0.00,0.00,530.79,-179.68,0.06,15.00,0.00,1
R,40,29.30,12.00,23.00,22.95,0.07,23.00,640.54,-259.51,0.02,15.00,0.06,1
S,40,13.00,10.90,25.79,25.31,-0.03,25.79,730.63,40.16,0.01,15.00,0.01,1
L,40,6.80,2.20,20.00,19.25,-0.00,0.00,553.55,-177.77,0.06,15.00,0.00,1
R,40,27.40,12.00,23.00,23.02,0.07,23.00,639.02,-227.19,0.02,15.00,0.06,1
S,40,13.30,10.90,26.30,25.64,0.07,26.30,738.05,-285.35,0.01,15.00,0.02,1
L,40,7.90,2.20,20.00,19.84,-0.05,0.00,542.53,1.86,0.07,15.00,0.00,1
R,40,25.00,12.00,23.00,22.89,0.07,23.00,642.30,-223.98,0.02,15.00,0.06,1
S,40,13.20,10.90,26.30,25.77,0.14,26.30,738.50,-438.74,0.01,15.00,0.02,1
L,40,6.70,2.20,20.00,19.73,-0.00,0.00,546.26,-238.25,0.07,15.00,0.00,1
R,40,28.50,12.00,23.00,23.04,0.07,23.00,639.05,-221.97,0.02,15.00,0.06,1
S,40,13.10,10.90,26.30,25.70,-0.04,26.30,743.43,312.35,0.00,15.00,0.02,1
L,40,6.90,2.20,20.00,19.54,0.01,0.00,552.81,-203.93,0.07,15.00,0.00,1
R,40,27.50,12.00,23.00,23.10,0.06,23.00,637.35,-219.74,0.02,15.00,0.07,1
S,40,12.80,10.90,26.04,25.62,-0.08,26.04,742.30,198.27,0.00,15.00,0.02,1
L,40,5.90,2.20,20.00,19.90,-0.01,0.00,546.16,-144.38,0.07,15.00,0.00,1
R,40,27.50,12.00,23.00,23.14,0.02,23.00,635.53,-84.02,0.02,15.00,0.07,1
S,40,12.70,10.90,25.86,25.65,-0.05,25.86,739.32,40.99,0.00,15.00,0.02,1
L,40,3.30,2.20,20.00,20.49,-0.01,0.00,531.28,-162.23,0.06,15.00,0.00,1
R,40,24.80,12.00,23.00,23.27,0.01,23.00,631.34,-109.44,0.02,15.00,0.06,1
S,40,13.00,10.90,26.30,25.82,0.05,26.30,747.50,-265.06,0.00,15.00,0.02,1
L,40,3.30,2.20,20.00,20.05,-0.01,0.00,539.86,-156.75,0.06,15.00,0.00,1
R,40,22.90,12.00,23.00,23.17,0.01,23.00,632.38,-135.76,0.04,15.00,0.06,1
S,40,12.90,10.90,26.30,25.96,0.06,26.30,746.53,-145.99,0.00,15.00,0.02,1
L,40,2.30,2.20,20.00,20.08,-0.01,0.00,538.88,-149.85,0.06,15.00,0.00,1
R,40,26.80,12.00,23.00,23.12,0.02,23.00,632.81,-184.33,0.04,15.00,0.06,1
S,40,13.00,10.90,26.30,26.25,-0.03,26.30,741.01,186.85,0.00,15.00,0.02,1
L,40,1.10,2.20,20.00,20.09,-0.01,0.00,538.23,-166.39,0.06,15.00,0.00,1
R,40,28.90,12.00,23.00,23.06,0.07,23.00,633.72,-331.11,0.04,15.00,0.06,1
S,40,12.70,10.90,26.30,26.57,0.00,26.30,732.89,-84.82,0.00,15.00,0.04,1
L,40,1.60,2.20,20.00,20.01,-0.01,0.00,539.85,-154.68,0.06,15.00,0.00,1
R,40,29.90,12.00,23.00,22.84,0.07,23.00,638.93,-297.15,0.02,15.00,0.06,1
S,40,12.80,10.90,26.30,26.66,0.01,26.30,729.00,-50.29,0.00,15.00,0.04,1
L,40,1.60,2.20,20.00,20.00,-0.01,0.00,540.06,-145.13,0.06,15.00,0.00,1
R,40,31.90,12.00,23.00,22.83,0.07,23.00,640.30,-292.87,0.02,15.00,0.06,1
S,40,13.10,10.90,26.30,26.63,-0.03,26.30,727.64,115.04,0.00,15.00,0.04,1
L,40,0.50,2.20,20.00,18.69,-0.05,0.00,574.17,19.03,0.06,15.00,0.00,1
R,40,32.80,12.00,23.00,22.97,0.06,23.00,637.51,-287.41,0.02,15.00,0.06,1
S,40,13.30,10.90,26.30,26.55,0.06,26.30,727.97,-277.99,0.00,15.00,0.02,1
L,40,1.70,2.20,20.00,19.91,-0.00,0.00,550.02,-226.54,0.06,15.00,0.00,1
R,40,29.80,12.00,23.00,22.97,0.02,23.00,637.64,-160.01,0.02,15.00,0.06,1
L,40,2.00,2.20,20.00,20.51,0.01,0.00,534.77,-186.90,0.05,15.00,0.00,1
S,40,13.80,10.90,26.30,26.48,0.07,26.30,728.38,-184.28,0.00,15.00,0.02,1
R,40,28.60,12.00,23.00,22.74,0.03,23.00,643.81,-230.12,0.04,15.00,0.06,1
S,40,14.00,10.90,26.30,26.52,0.01,26.30,726.09,14.54,0.00,15.00,0.02,1
L,40,1.40,2.20,20.00,19.73,-0.04,0.00,552.32,10.02,0.05,15.00,0.00,1
R,40,23.50,12.00,23.00,22.78,0.07,23.00,644.26,-387.88,0.04,15.00,0.06,1
S,40,13.30,10.90,26.30,26.51,-0.05,26.30,725.08,173.24,0.00,15.00,0.02,1
L,40,1.60,2.20,20.00,20.01,0.01,0.00,546.58,-245.15,0.05,15.00,0.00,1
R,40,16.70,12.00,23.00,22.71,0.07,23.00,647.37,-343.59,0.04,15.00,0.05,1
S,40,13.90,10.90,26.30,26.49,-0.03,26.30,724.52,2.16,0.01,15.00,0.04,1
L,40,1.90,2.20,20.00,20.18,0.06,0.00,541.95,-376.63,0.05,15.00,0.00,1
R,40,80.00,12.00,23.00,23.00,0.07,23.00,641.40,-348.32,0.04,15.00,0.05,1
S,40,15.50,10.90,26.30,26.37,0.01,26.30,726.61,-107.89,0.01,15.00,0.04,1
L,40,2.90,2.20,20.00,20.10,0.01,0.00,542.97,-92.09,0.05,15.00,0.00,1
R,40,80.00,12.00,23.00,22.87,0.02,23.00,644.77,-187.65,0.04,15.00,0.05,1
S,41,12.90,10.90,26.30,26.38,0.07,26.30,725.80,-264.07,0.01,15.00,0.04,1
L,40,2.70,2.20,20.00,19.97,-0.01,0.00,545.80,-131.88,0.05,15.00,0.00,1
R,40,80.00,12.00,23.00,23.21,0.00,23.00,636.85,-204.25,0.04,15.00,0.05,1
S,40,12.90,10.90,26.30,25.51,0.07,26.30,748.11,-196.83,0.01,15.00,0.04,1
L,40,4.10,2.20,20.00,20.13,-0.06,0.00,541.69,31.04,0.05,15.00,0.00,1
R,40,80.00,12.00,23.00,22.98,0.00,23.00,641.56,-219.16,0.04,15.00,0.05,1
S,40,13.30,10.90,26.30,26.47,0.02,26.30,727.73,-22.21,0.01,15.00,0.04,1
L,40,4.80,2.20,20.00,20.16,0.01,0.00,540.19,-268.03,0.05,15.00,0.00,1
S,40,11.80,10.90,26.30,27.07,0.02,26.30,711.05,-115.44,0.01,15.00,0.04,1
L,40,4.60,2.20,20.00,20.12,0.07,0.00,540.28,-408.64,0.05,15.00,0.00,1
R,40,24.20,12.00,23.00,23.10,0.00,23.00,638.58,-226.98,0.06,15.00,0.05,1
R,40,27.60,12.00,23.00,23.01,-0.00,23.00,640.43,-210.24,0.06,15.00,0.05,1
S,40,15.30,10.90,26.30,26.35,0.04,26.30,725.25,-170.13,0.02,15.00,0.06,1
L,40,4.30,2.20,20.00,20.09,0.08,0.00,540.37,-338.28,0.05,15.00,0.00,1
R,40,32.60,12.00,23.00,22.98,-0.00,23.00,641.09,-217.81,0.06,15.00,0.05,1
S,40,15.00,10.90,26.30,26.38,0.09,26.30,724.30,-355.33,0.02,15.00,0.06,1
L,40,5.20,2.20,20.00,19.96,0.06,0.00,543.18,-290.02,0.05,15.00,0.00,1
R,40,34.80,12.00,23.00,23.04,-0.01,23.00,639.75,-198.46,0.06,15.00,0.05,1
S,40,17.90,10.90,26.30,25.70,0.17,26.30,741.60,-568.24,0.02,15.00,0.06,1
L,40,5.90,2.20,20.00,20.18,-0.06,0.00,537.66,104.39,0.05,15.00,0.00,1
R,40,36.00,12.00,23.00,22.99,-0.01,23.00,640.82,-186.00,0.06,15.00,0.05,1
S,40,13.70,10.90,26.30,25.00,0.10,26.30,763.41,-211.18,0.03,15.00,0.06,1
L,40,5.00,2.20,20.00,20.24,-0.07,0.00,535.19,-17.10,0.05,15.00,0.00,1
R,40,33.60,12.00,23.00,23.02,-0.01,23.00,639.97,-190.30,0.06,15.00,0.05,1
S,40,12.50,10.90,26.30,24.49,0.07,26.30,784.16,-239.92,0.03,15.00,0.06,1
L,40,4.50,2.20,20.00,20.05,-0.05,0.00,538.76,-97.89,0.05,15.00,0.00,1
R,40,30.60,12.00,23.00,22.93,-0.02,23.00,642.24,-168.81,0.06,15.00,0.05,1
